gene_id,cosmic_gene_symbol,ensembl_gene_id,entrez_id,hgnc_id,hgnc_symbol,refseq_id,uniprot_id
SIDG00285,,,79.0,HGNC:152,ACTG1P7,,
SIDG00286,,,80.0,HGNC:153,ACTG1P8,,
SIDG00287,,ENSG00000229349,82.0,HGNC:154,ACTG1P9,NG_001069,
SIDG00288,,ENSG00000231340,83.0,HGNC:155,ACTG1P10,NG_003039,
SIDG00289,,ENSG00000229465,414754.0,HGNC:37651,ACTG1P11,NG_004636,
SIDG00290,,ENSG00000226642,100418921.0,HGNC:44496,ACTG1P12,NG_011728,
SIDG00291,,ENSG00000241305,100418920.0,HGNC:49058,ACTG1P13,NG_025603,
SIDG00292,,ENSG00000230581,100418910.0,HGNC:49751,ACTG1P14,NG_023870,
SIDG00293,,ENSG00000259904,100418951.0,HGNC:51495,ACTG1P15,NG_025296,
SIDG00294,,ENSG00000260298,100418960.0,HGNC:51496,ACTG1P16,NG_026370,
SIDG00295,,ENSG00000259315,283693.0,HGNC:51497,ACTG1P17,NR_036446,
SIDG00296,,ENSG00000218475,100418924.0,HGNC:51498,ACTG1P18,NG_009224,
SIDG00297,,ENSG00000237999,644160.0,HGNC:51499,ACTG1P19,NG_021670,
SIDG00298,,ENSG00000241547,644961.0,HGNC:51500,ACTG1P20,NR_033926,
SIDG00299,,ENSG00000232672,100131291.0,HGNC:51501,ACTG1P21,NG_022723,
SIDG00300,,ENSG00000271615,100131953.0,HGNC:51502,ACTG1P22,NG_021565,
SIDG00301,,ENSG00000230362,442097.0,HGNC:51503,ACTG1P23,NG_022227,
SIDG00302,,ENSG00000226359,441783.0,HGNC:49661,ACTG1P24,NG_022456,
SIDG00303,ACTG2,ENSG00000163017,72.0,HGNC:145,ACTG2,NM_001615,P63267
SIDG00304,,,,HGNC:158,ACTL4,,
SIDG00305,,,,HGNC:159,ACTL5,,
SIDG00306,ACTL6A,ENSG00000136518,86.0,HGNC:24124,ACTL6A,NM_004301,O96019
SIDG00307,ACTL6B,ENSG00000077080,51412.0,HGNC:160,ACTL6B,NM_016188,O94805
SIDG00308,ACTL7A,ENSG00000187003,10881.0,HGNC:161,ACTL7A,NM_006687,Q9Y615
SIDG00309,ACTL7B,ENSG00000148156,10880.0,HGNC:162,ACTL7B,NM_006686,Q9Y614
SIDG00310,ACTL8,ENSG00000117148,81569.0,HGNC:24018,ACTL8,NM_030812,Q9H568
SIDG00311,ACTL9,ENSG00000181786,284382.0,HGNC:28494,ACTL9,NM_178525,Q8TC94
SIDG00312,,ENSG00000182584,170487.0,HGNC:16127,ACTL10,NM_001024675,Q5JWF8
SIDG00313,ACTN1,ENSG00000072110,87.0,HGNC:163,ACTN1,NM_001102,P12814
SIDG00314,,ENSG00000259062,161159.0,HGNC:20131,ACTN1-AS1,NR_073422,
SIDG00315,ACTN2,ENSG00000077522,88.0,HGNC:164,ACTN2,NM_001103,P35609
SIDG00316,ACTN3,ENSG00000248746,89.0,HGNC:165,ACTN3,NM_001104,Q08043
SIDG00317,ACTN4,ENSG00000130402,81.0,HGNC:166,ACTN4,NM_001322033,O43707
SIDG00318,,ENSG00000213493,344978.0,HGNC:44028,ACTN4P1,NG_022074,
SIDG00319,,ENSG00000214141,391026.0,HGNC:44032,ACTN4P2,,
SIDG00320,,ENSG00000229890,106480335.0,HGNC:51621,ACTP1,NG_044542,
SIDG00321,ACTR1A,ENSG00000138107,10121.0,HGNC:167,ACTR1A,NM_005736,P61163
SIDG00322,ACTR1B,ENSG00000115073,10120.0,HGNC:168,ACTR1B,NM_005735,P42025
SIDG00323,ACTR2,ENSG00000138071,10097.0,HGNC:169,ACTR2,NM_001005386,P61160
SIDG00324,ACTR3,ENSG00000115091,10096.0,HGNC:170,ACTR3,NM_005721,P61158
SIDG00325,ACTR3B,ENSG00000133627,57180.0,HGNC:17256,ACTR3B,NM_020445,Q9P1U1
SIDG00326,,ENSG00000270242,643050.0,HGNC:37724,ACTR3BP1,NG_005799,
SIDG00327,,ENSG00000226481,440888.0,HGNC:38677,ACTR3BP2,NR_027714,
SIDG00328,,ENSG00000260327,647156.0,HGNC:38678,ACTR3BP3,NG_005800,
SIDG00329,,ENSG00000249283,777774.0,HGNC:38681,ACTR3BP4,NG_005802,
SIDG00330,,ENSG00000227264,399746.0,HGNC:38682,ACTR3BP5,NR_045000,
SIDG00331,,ENSG00000226444,644773.0,HGNC:38683,ACTR3BP6,NG_005801,
SIDG00332,,ENSG00000106526,653857.0,HGNC:37282,ACTR3C,NM_001164458,Q9C0K3
SIDG00333,,,100288580.0,HGNC:31820,ACTR3P1,NG_023029,
SIDG00334,,ENSG00000232267,100129013.0,HGNC:38676,ACTR3P2,NG_022669,
SIDG00335,,ENSG00000242573,100128020.0,HGNC:38679,ACTR3P3,NG_022261,
SIDG00336,ACTR5,ENSG00000101442,79913.0,HGNC:14671,ACTR5,NM_024855,Q9H9F9
SIDG00337,ACTR6,ENSG00000075089,64431.0,HGNC:24025,ACTR6,NM_022496,Q9GZN1
SIDG00338,,ENSG00000248915,100421495.0,HGNC:44210,ACTR6P1,NG_025147,
SIDG00339,ACTR8,ENSG00000113812,93973.0,HGNC:14672,ACTR8,NM_022899,Q9H981
SIDG00340,ACTR10,ENSG00000131966,55860.0,HGNC:17372,ACTR10,NM_018477,Q9NZ32
SIDG00341,ACTRT1,ENSG00000123165,139741.0,HGNC:24027,ACTRT1,NM_138289,Q8TDG2
SIDG00342,ACTRT2,ENSG00000169717,140625.0,HGNC:24026,ACTRT2,NM_080431,Q8TDY3
SIDG00343,,ENSG00000184378,84517.0,HGNC:24022,ACTRT3,NM_032487,Q9BYD9
SIDG00344,ACVR1,ENSG00000115170,90.0,HGNC:171,ACVR1,NM_001105,Q04771
SIDG00345,ACVR1B,ENSG00000135503,91.0,HGNC:172,ACVR1B,NM_020328,P36896
SIDG00346,ACVR1C,ENSG00000123612,130399.0,HGNC:18123,ACVR1C,NM_145259,Q8NER5
SIDG00347,ACVR2A,ENSG00000121989,92.0,HGNC:173,ACVR2A,NM_001616,P27037
SIDG00348,ACVR2B,ENSG00000114739,93.0,HGNC:174,ACVR2B,NM_001106,Q13705
SIDG00349,,ENSG00000229589,100128640.0,HGNC:44161,ACVR2B-AS1,NR_028389,
SIDG00350,ACVRL1,ENSG00000139567,94.0,HGNC:175,ACVRL1,NM_000020,P37023
SIDG00351,ACY1,ENSG00000243989,95.0,HGNC:177,ACY1,NM_000666,Q03154
SIDG00352,ACY3,ENSG00000132744,91703.0,HGNC:24104,ACY3,NM_080658,Q96HD9
SIDG00353,ACYP1,ENSG00000119640,97.0,HGNC:179,ACYP1,NM_001107,P07311
SIDG00354,ACYP2,ENSG00000170634,98.0,HGNC:180,ACYP2,NM_001320586,P14621
SIDG00355,,,8081.0,HGNC:185,AD5,,
SIDG00356,ADA,ENSG00000196839,100.0,HGNC:186,ADA,NM_000022,P00813
SIDG00357,,ENSG00000093072,51816.0,HGNC:1839,ADA2,NM_001282225,Q9NZK5
SIDG00358,ADAD1,ENSG00000164113,132612.0,HGNC:30713,ADAD1,NM_139243,Q96M93
SIDG00359,,,100422386.0,HGNC:44550,ADAD1P1,NG_025689,
SIDG00360,,ENSG00000267511,100422407.0,HGNC:44552,ADAD1P2,NG_012925,
SIDG00361,ADAD2,ENSG00000140955,161931.0,HGNC:30714,ADAD2,NM_139174,Q8NCV1
SIDG00362,ADAL,ENSG00000168803,161823.0,HGNC:31853,ADAL,NM_001324366,Q6DHV7
SIDG00363,,ENSG00000229186,8759.0,HGNC:187,ADAM1A,NG_001216,
SIDG00364,,ENSG00000226469,100420505.0,HGNC:44366,ADAM1B,NG_024129,
SIDG00365,ADAM2,ENSG00000104755,2515.0,HGNC:198,ADAM2,NM_001464,Q99965
SIDG00366,,ENSG00000197475,1587.0,HGNC:209,ADAM3A,NR_001569,
SIDG00367,,ENSG00000260089,1596.0,HGNC:210,ADAM3B,NG_001526,
SIDG00368,,ENSG00000196115,255926.0,HGNC:212,ADAM5,NR_001448,Q6NVV9
SIDG00369,,ENSG00000271968,8755.0,HGNC:213,ADAM6,NR_002224,
SIDG00370,ADAM7,ENSG00000069206,8756.0,HGNC:214,ADAM7,NM_003817,Q9H2U9
SIDG00371,ADAM8,ENSG00000151651,101.0,HGNC:215,ADAM8,NM_001109,P78325
SIDG00372,ADAM9,ENSG00000168615,8754.0,HGNC:216,ADAM9,NM_003816,Q13443
SIDG00373,ADAM10,ENSG00000137845,102.0,HGNC:188,ADAM10,NM_001110,O14672
SIDG00374,ADAM11,ENSG00000073670,4185.0,HGNC:189,ADAM11,NM_002390,O75078
SIDG00375,ADAM12,ENSG00000148848,8038.0,HGNC:190,ADAM12,NM_001288973,O43184
SIDG00376,,,,HGNC:43841,ADAM12-OT1,,
SIDG00377,ADAM15,ENSG00000143537,8751.0,HGNC:193,ADAM15,NM_003815,Q13444
SIDG00378,ADAM17,ENSG00000151694,6868.0,HGNC:195,ADAM17,NM_003183,P78536
SIDG00379,ADAM18,ENSG00000168619,8749.0,HGNC:196,ADAM18,NM_014237,Q9Y3Q7
SIDG00380,ADAM19,ENSG00000135074,8728.0,HGNC:197,ADAM19,NM_033274,Q9H013
SIDG00381,ADAM20,ENSG00000134007,8748.0,HGNC:199,ADAM20,NM_003814,O43506
SIDG00382,,ENSG00000259158,317760.0,HGNC:20102,ADAM20P1,NR_037933,
SIDG00383,,ENSG00000248574,100533671.0,HGNC:43901,ADAM20P2,NG_028850,
SIDG00384,,ENSG00000249162,644325.0,HGNC:43902,ADAM20P3,NG_023541,
SIDG00385,ADAM21,ENSG00000139985,8747.0,HGNC:200,ADAM21,NM_003813,Q9UKJ8
SIDG00386,,ENSG00000235812,145241.0,HGNC:19822,ADAM21P1,NG_002467,
SIDG00387,ADAM22,ENSG00000008277,53616.0,HGNC:201,ADAM22,NM_021723,Q9P0K1
SIDG00388,ADAM23,ENSG00000114948,8745.0,HGNC:202,ADAM23,NM_003812,O75077
SIDG00389,,ENSG00000214607,646479.0,HGNC:203,ADAM24P,NG_022410,
SIDG00390,ADAM28,ENSG00000042980,10863.0,HGNC:206,ADAM28,NM_021778,Q9UKQ2
SIDG00391,ADAM29,ENSG00000168594,11086.0,HGNC:207,ADAM29,NM_001130703,Q9UKF5
SIDG00392,ADAM30,ENSG00000134249,11085.0,HGNC:208,ADAM30,NM_021794,Q9UKF2
SIDG00393,ADAM32,ENSG00000197140,203102.0,HGNC:15479,ADAM32,NM_145004,Q8TC27
SIDG00394,ADAM33,ENSG00000149451,80332.0,HGNC:15478,ADAM33,NM_025220,Q9BZ11
SIDG00395,ADAMDEC1,ENSG00000134028,27299.0,HGNC:16299,ADAMDEC1,NM_014479,O15204
SIDG00396,ADAMTS1,ENSG00000154734,9510.0,HGNC:217,ADAMTS1,NM_006988,Q9UHI8
SIDG00397,ADAMTS2,ENSG00000087116,9509.0,HGNC:218,ADAMTS2,NM_014244,O95450
SIDG00398,ADAMTS3,ENSG00000156140,9508.0,HGNC:219,ADAMTS3,NM_014243,O15072
SIDG00399,ADAMTS4,ENSG00000158859,9507.0,HGNC:220,ADAMTS4,NM_005099,O75173
SIDG00400,ADAMTS5,ENSG00000154736,11096.0,HGNC:221,ADAMTS5,NM_007038,Q9UNA0
SIDG00401,ADAMTS6,ENSG00000049192,11174.0,HGNC:222,ADAMTS6,NM_197941,Q9UKP5
SIDG00402,ADAMTS7,ENSG00000136378,11173.0,HGNC:223,ADAMTS7,NM_014272,Q9UKP4
SIDG00403,,ENSG00000274376,390660.0,HGNC:49407,ADAMTS7P1,NR_045529,
SIDG00404,,ENSG00000261143,400406.0,HGNC:49409,ADAMTS7P3,NG_028863,
SIDG00405,,ENSG00000218052,642935.0,HGNC:49410,ADAMTS7P4,NG_022116,
SIDG00406,ADAMTS8,ENSG00000134917,11095.0,HGNC:224,ADAMTS8,NM_007037,Q9UP79
SIDG00407,ADAMTS9,ENSG00000163638,56999.0,HGNC:13202,ADAMTS9,NM_001318781,Q9P2N4
SIDG00408,,ENSG00000241158,101929335.0,HGNC:40625,ADAMTS9-AS1,NR_110150,
SIDG00409,,ENSG00000241684,100507098.0,HGNC:42435,ADAMTS9-AS2,NR_038264,
SIDG00410,ADAMTS10,ENSG00000142303,81794.0,HGNC:13201,ADAMTS10,NM_030957,Q9H324
SIDG00411,ADAMTS12,ENSG00000151388,81792.0,HGNC:14605,ADAMTS12,NM_030955,P58397
SIDG00412,ADAMTS13,ENSG00000160323,11093.0,HGNC:1366,ADAMTS13,NM_139025,Q76LX8
SIDG00413,ADAMTS14,ENSG00000138316,140766.0,HGNC:14899,ADAMTS14,NM_080722,Q8WXS8
SIDG00414,ADAMTS15,ENSG00000166106,170689.0,HGNC:16305,ADAMTS15,NM_139055,Q8TE58
SIDG00415,ADAMTS16,ENSG00000145536,170690.0,HGNC:17108,ADAMTS16,NM_139056,Q8TE57
SIDG00416,ADAMTS17,ENSG00000140470,170691.0,HGNC:17109,ADAMTS17,NM_139057,Q8TE56
SIDG00417,ADAMTS18,ENSG00000140873,170692.0,HGNC:17110,ADAMTS18,NM_001326358,Q8TE60
SIDG00418,ADAMTS19,ENSG00000145808,171019.0,HGNC:17111,ADAMTS19,NM_133638,Q8TE59
SIDG00419,,ENSG00000249421,103689846.0,HGNC:40797,ADAMTS19-AS1,NR_125748,
SIDG00420,ADAMTS20,ENSG00000173157,80070.0,HGNC:17178,ADAMTS20,NM_025003,P59510
SIDG00421,ADAMTSL1,ENSG00000178031,92949.0,HGNC:14632,ADAMTSL1,NM_001040272,Q8N6G6
SIDG00422,ADAMTSL2,ENSG00000197859,9719.0,HGNC:14631,ADAMTSL2,NM_014694,Q86TH1
SIDG00423,ADAMTSL3,ENSG00000156218,57188.0,HGNC:14633,ADAMTSL3,NM_207517,P82987
SIDG00424,ADAMTSL4,ENSG00000143382,54507.0,HGNC:19706,ADAMTSL4,NM_019032,Q6UY14
SIDG00425,,ENSG00000203804,574406.0,HGNC:32041,ADAMTSL4-AS1,NR_104133,Q5T5F5
SIDG00426,ADAMTSL5,ENSG00000185761,339366.0,HGNC:27912,ADAMTSL5,NM_213604,Q6ZMM2
SIDG00427,ADAP1,ENSG00000105963,11033.0,HGNC:16486,ADAP1,NM_006869,O75689
SIDG00428,ADAP2,ENSG00000184060,55803.0,HGNC:16487,ADAP2,NM_018404,Q9NPF8
SIDG00429,ADAR,ENSG00000160710,103.0,HGNC:225,ADAR,NM_001111,P55265
SIDG00430,ADARB1,ENSG00000197381,104.0,HGNC:226,ADARB1,NM_015833,P78563
SIDG00431,ADARB2,ENSG00000185736,105.0,HGNC:227,ADARB2,NM_018702,Q9NS39
SIDG00432,,ENSG00000205696,642394.0,HGNC:23299,ADARB2-AS1,NR_033387,A8MUL3
SIDG00433,ADAT1,ENSG00000065457,23536.0,HGNC:228,ADAT1,NM_012091,Q9BUB4
SIDG00434,ADAT2,ENSG00000189007,134637.0,HGNC:21172,ADAT2,NM_001286259,Q7Z6V5
SIDG00435,ADAT3,ENSG00000213638,113179.0,HGNC:25151,ADAT3,NM_138422,Q96EY9
SIDG00436,ADCK1,ENSG00000063761,57143.0,HGNC:19038,ADCK1,NM_020421,Q86TW2
SIDG00437,ADCK2,ENSG00000133597,90956.0,HGNC:19039,ADCK2,NM_052853,Q7Z695
SIDG00438,ADCK5,ENSG00000173137,203054.0,HGNC:21738,ADCK5,NM_174922,Q3MIX3
SIDG00439,,,106.0,HGNC:229,ADCP1,,
SIDG00440,ADCY1,ENSG00000164742,107.0,HGNC:232,ADCY1,NM_021116,Q08828
SIDG00441,ADCY2,ENSG00000078295,108.0,HGNC:233,ADCY2,NM_020546,Q08462
SIDG00442,ADCY3,ENSG00000138031,109.0,HGNC:234,ADCY3,NM_001320613,O60266
SIDG00443,ADCY4,ENSG00000129467,196883.0,HGNC:235,ADCY4,NM_001198568,Q8NFM4
SIDG00444,ADCY5,ENSG00000173175,111.0,HGNC:236,ADCY5,NM_183357,O95622
SIDG00445,ADCY6,ENSG00000174233,112.0,HGNC:237,ADCY6,NM_020983,O43306
SIDG00446,ADCY7,ENSG00000121281,113.0,HGNC:238,ADCY7,NM_001114,P51828
SIDG00447,ADCY8,ENSG00000155897,114.0,HGNC:239,ADCY8,NM_001115,P40145
SIDG00448,ADCY9,ENSG00000162104,115.0,HGNC:240,ADCY9,NM_001116,O60503
SIDG00449,ADCY10,ENSG00000143199,55811.0,HGNC:21285,ADCY10,NM_018417,Q96PN6
SIDG00450,,ENSG00000161912,221442.0,HGNC:44143,ADCY10P1,NR_026938,
SIDG00451,ADCYAP1,ENSG00000141433,116.0,HGNC:241,ADCYAP1,NM_001117,P18509
SIDG00452,ADCYAP1R1,ENSG00000078549,117.0,HGNC:242,ADCYAP1R1,NM_001118,P41586
SIDG00453,ADD1,ENSG00000087274,118.0,HGNC:243,ADD1,NM_014189,P35611
SIDG00454,ADD2,ENSG00000075340,119.0,HGNC:244,ADD2,NM_001617,P35612
SIDG00455,ADD3,ENSG00000148700,120.0,HGNC:245,ADD3,NM_019903,Q9UEY8
SIDG00456,,ENSG00000203876,100505933.0,HGNC:48682,ADD3-AS1,NR_038943,
SIDG00457,,,122.0,HGNC:247,ADFN,,
SIDG00458,ADGB,ENSG00000118492,79747.0,HGNC:21212,ADGB,NM_024694,Q8N7X0
SIDG00459,,ENSG00000197177,84435.0,HGNC:13838,ADGRA1,NM_001083909,Q86SQ6
SIDG00460,,ENSG00000256925,100128127.0,HGNC:49543,ADGRA1-AS1,NR_111905,
SIDG00461,,ENSG00000020181,25960.0,HGNC:17849,ADGRA2,NM_032777,Q96PE1
SIDG00462,,ENSG00000152990,166647.0,HGNC:13839,ADGRA3,NM_145290,Q8IWK6
SIDG00463,,ENSG00000181790,575.0,HGNC:943,ADGRB1,NM_001702,O14514
SIDG00464,,ENSG00000121753,576.0,HGNC:944,ADGRB2,NM_001703,O60241
SIDG00465,,ENSG00000135298,577.0,HGNC:945,ADGRB3,NM_001704,O60242
SIDG00466,,ENSG00000111452,283383.0,HGNC:19893,ADGRD1,NM_198827,Q6QNK2
SIDG00467,,ENSG00000256151,105755954.0,HGNC:53314,ADGRD1-AS1,NR_131950,
SIDG00468,,ENSG00000180264,347088.0,HGNC:18651,ADGRD2,NM_182611,Q7Z7M1
SIDG00469,,ENSG00000174837,2015.0,HGNC:3336,ADGRE1,NM_001256252,Q14246
SIDG00470,,ENSG00000127507,30817.0,HGNC:3337,ADGRE2,NM_001271052,Q9UHX3
SIDG00471,,ENSG00000131355,84658.0,HGNC:23647,ADGRE3,NM_032571,Q9BY15
SIDG00472,,ENSG00000268758,326342.0,HGNC:19240,ADGRE4P,NR_024075,Q86SQ3
SIDG00473,,ENSG00000123146,976.0,HGNC:1711,ADGRE5,NM_078481,P48960
SIDG00474,,ENSG00000153292,266977.0,HGNC:18990,ADGRF1,NM_153840,Q5T601
SIDG00475,,ENSG00000164393,222611.0,HGNC:18991,ADGRF2,NM_153839,Q8IZF7
SIDG00476,,ENSG00000173567,165082.0,HGNC:18989,ADGRF3,NM_153835,Q8IZF5
SIDG00477,,ENSG00000153294,221393.0,HGNC:19011,ADGRF4,NM_153838,Q8IZF3
SIDG00478,,ENSG00000069122,221395.0,HGNC:19030,ADGRF5,NM_015234,Q8IZF2
SIDG00479,,ENSG00000227582,389740.0,HGNC:32922,ADGRF5P1,NG_021620,
SIDG00480,,ENSG00000204818,441416.0,HGNC:32921,ADGRF5P2,NG_021616,
SIDG00481,,ENSG00000205336,9289.0,HGNC:4512,ADGRG1,NM_001145770,Q9Y653
SIDG00482,,ENSG00000173698,10149.0,HGNC:4516,ADGRG2,NM_001079858,Q8IZP9
SIDG00483,,ENSG00000182885,222487.0,HGNC:13728,ADGRG3,NM_170776,Q86Y34
SIDG00484,,ENSG00000156920,139378.0,HGNC:18992,ADGRG4,NM_153834,Q8IZF6
SIDG00485,,ENSG00000159618,221188.0,HGNC:19010,ADGRG5,NM_153837,Q8IZF4
SIDG00486,,ENSG00000112414,57211.0,HGNC:13841,ADGRG6,NM_001032394,Q86SQ4
SIDG00487,,ENSG00000144820,84873.0,HGNC:19241,ADGRG7,NM_001308362,Q96K78
SIDG00488,,ENSG00000072071,22859.0,HGNC:20973,ADGRL1,NM_014921,O94910
SIDG00489,,ENSG00000117114,23266.0,HGNC:18582,ADGRL2,NM_012302,O95490
SIDG00490,,ENSG00000150471,23284.0,HGNC:20974,ADGRL3,NM_001322246,Q9HAR2
SIDG00491,,ENSG00000248692,101927186.0,HGNC:50604,ADGRL3-AS1,NR_110595,
SIDG00492,,ENSG00000162618,64123.0,HGNC:20822,ADGRL4,NM_022159,Q9HBW9
SIDG00493,,ENSG00000164199,84059.0,HGNC:17416,ADGRV1,NM_032119,Q8WXG9
SIDG00494,ADH1A,ENSG00000187758,124.0,HGNC:249,ADH1A,NM_000667,P07327
SIDG00495,ADH1B,ENSG00000196616,125.0,HGNC:250,ADH1B,NM_000668,P00325
SIDG00496,,ENSG00000248144,126.0,HGNC:251,ADH1C,NM_000669,P00326
SIDG00497,ADH4,ENSG00000198099,127.0,HGNC:252,ADH4,NM_000670,P08319
SIDG00498,ADH5,ENSG00000197894,128.0,HGNC:253,ADH5,NM_000671,P11766
SIDG00499,,,,HGNC:254,ADH5P1,,
SIDG00500,,ENSG00000232676,343296.0,HGNC:22976,ADH5P2,NG_008685,
SIDG00501,,ENSG00000223694,100131810.0,HGNC:22991,ADH5P3,NG_008686,
SIDG00502,,ENSG00000233859,642443.0,HGNC:21377,ADH5P4,XM_208352,
SIDG00503,ADH6,ENSG00000172955,130.0,HGNC:255,ADH6,NM_000672,P28332
SIDG00504,ADH7,ENSG00000196344,131.0,HGNC:256,ADH7,NM_000673,P40394
SIDG00505,ADHFE1,ENSG00000147576,137872.0,HGNC:16354,ADHFE1,NM_144650,Q8IWW8
SIDG00506,ADI1,ENSG00000182551,55256.0,HGNC:30576,ADI1,NM_018269,Q9BV57
SIDG00507,,ENSG00000235102,100130936.0,HGNC:52339,ADI1P1,NG_007499,
SIDG00508,,ENSG00000250684,100288971.0,HGNC:52340,ADI1P2,NG_021206,
SIDG00509,,ENSG00000258369,100288129.0,HGNC:52341,ADI1P3,NG_021715,
SIDG00510,ADIG,ENSG00000182035,149685.0,HGNC:28606,ADIG,NM_001018082,Q0VDE8
SIDG00511,ADIPOQ,ENSG00000181092,9370.0,HGNC:13633,ADIPOQ,NM_004797,Q15848
SIDG00512,,ENSG00000226482,100874095.0,HGNC:40648,ADIPOQ-AS1,NR_046662,
SIDG00513,ADIPOR1,ENSG00000159346,51094.0,HGNC:24040,ADIPOR1,NM_015999,Q96A54
SIDG00514,,ENSG00000232497,645220.0,HGNC:44910,ADIPOR1P1,NG_022165,
SIDG00515,,ENSG00000258805,390503.0,HGNC:44911,ADIPOR1P2,NG_022863,
SIDG00516,ADIPOR2,ENSG00000006831,79602.0,HGNC:24041,ADIPOR2,NM_024551,Q86V24
SIDG00517,,ENSG00000148671,10974.0,HGNC:24043,ADIRF,NM_006829,Q15847
SIDG00518,,ENSG00000272734,100133190.0,HGNC:45127,ADIRF-AS1,,
SIDG00519,ADK,ENSG00000156110,132.0,HGNC:257,ADK,NM_006721,P55263
SIDG00520,ADM,ENSG00000148926,133.0,HGNC:259,ADM,NM_001124,P35318
SIDG00521,ADM2,ENSG00000128165,79924.0,HGNC:28898,ADM2,NM_024866,Q7Z4H4
SIDG00522,,ENSG00000224420,199800.0,HGNC:27293,ADM5,NM_001101340,C9JUS6
SIDG00523,ADNP,ENSG00000101126,23394.0,HGNC:15766,ADNP,NM_181442,Q9H2P0
SIDG00524,,ENSG00000259456,101927631.0,HGNC:51227,ADNP-AS1,NR_110009,
SIDG00525,ADNP2,ENSG00000101544,22850.0,HGNC:23803,ADNP2,NM_014913,Q6IQ32
SIDG00526,ADO,ENSG00000181915,84890.0,HGNC:23506,ADO,NM_032804,Q96SZ5
SIDG00527,ADORA1,ENSG00000163485,134.0,HGNC:262,ADORA1,NM_000674,P30542
SIDG00528,ADORA2A,ENSG00000128271,135.0,HGNC:263,ADORA2A,NM_000675,P29274
SIDG00529,ADORA2A-AS1,ENSG00000178803,646023.0,HGNC:37122,ADORA2A-AS1,NR_028483,P86434
SIDG00530,ADORA2B,ENSG00000170425,136.0,HGNC:264,ADORA2B,NM_000676,P29275
SIDG00531,,ENSG00000236136,137.0,HGNC:265,ADORA2BP1,NG_000843,
SIDG00532,,,,HGNC:266,ADORA2L1,,
SIDG00533,,,,HGNC:267,ADORA2L2,,
SIDG00534,ADORA3,ENSG00000282608,140.0,HGNC:268,ADORA3,NM_000677,P0DMS8
SIDG00535,ADPGK,ENSG00000159322,83440.0,HGNC:25250,ADPGK,NM_031284,Q9BRR6
SIDG00536,,ENSG00000260898,100287559.0,HGNC:44144,ADPGK-AS1,NR_040107,
SIDG00537,ADPRH,ENSG00000144843,141.0,HGNC:269,ADPRH,NM_001125,P54922
SIDG00538,ADPRHL1,ENSG00000153531,113622.0,HGNC:21303,ADPRHL1,NM_138430,Q8NDY3
SIDG00539,ADPRHL2,ENSG00000116863,54936.0,HGNC:21304,ADPRHL2,NM_017825,Q9NX46
SIDG00540,,ENSG00000170222,56985.0,HGNC:30925,ADPRM,NM_020233,Q3LIE5
SIDG00541,ADRA1A,ENSG00000120907,148.0,HGNC:277,ADRA1A,NM_033303,P35348
SIDG00542,ADRA1B,ENSG00000170214,147.0,HGNC:278,ADRA1B,NM_000679,P35368
SIDG00543,ADRA1D,ENSG00000171873,146.0,HGNC:280,ADRA1D,NM_000678,P25100
SIDG00544,ADRA2A,ENSG00000150594,150.0,HGNC:281,ADRA2A,NM_000681,P08913
SIDG00545,ADRA2B,ENSG00000274286,151.0,HGNC:282,ADRA2B,NM_000682,P18089
SIDG00546,ADRA2C,ENSG00000184160,152.0,HGNC:283,ADRA2C,NM_000683,P18825
SIDG00547,ADRB1,ENSG00000043591,153.0,HGNC:285,ADRB1,NM_000684,P08588
SIDG00548,ADRB2,ENSG00000169252,154.0,HGNC:286,ADRB2,NM_000024,P07550
SIDG00549,ADRB3,ENSG00000188778,155.0,HGNC:288,ADRB3,NM_000025,P13945
SIDG00550,ADRM1,ENSG00000130706,11047.0,HGNC:15759,ADRM1,NM_001281437,Q16186
SIDG00551,ADSL,ENSG00000239900,158.0,HGNC:291,ADSL,NM_000026,P30566
SIDG00552,ADSS,ENSG00000035687,159.0,HGNC:292,ADSS,NM_001126,P30520
SIDG00553,ADSSL1,ENSG00000185100,122622.0,HGNC:20093,ADSSL1,NM_001320424,Q8N142
SIDG00554,,,,HGNC:293,ADT,,
SIDG00555,ADTRP,ENSG00000111863,84830.0,HGNC:21214,ADTRP,NM_032744,Q96IZ2
SIDG00556,AEBP1,ENSG00000106624,165.0,HGNC:303,AEBP1,NM_001129,Q8IUX7
SIDG00557,AEBP2,ENSG00000139154,121536.0,HGNC:24051,AEBP2,NM_153207,Q6ZN18
SIDG00558,AEN,ENSG00000181026,64782.0,HGNC:25722,AEN,NM_022767,Q8WTP8
SIDG00559,AES,ENSG00000104964,166.0,HGNC:307,AES,NM_198969,Q08117
SIDG00560,,,169.0,HGNC:309,AF8T,,
SIDG00561,,,170.0,HGNC:310,AFA,,
SIDG00562,AFAP1,ENSG00000196526,60312.0,HGNC:24017,AFAP1,NM_021638,Q8N556
SIDG00563,,ENSG00000272620,84740.0,HGNC:28141,AFAP1-AS1,NR_026892,
SIDG00564,AFAP1L1,ENSG00000157510,134265.0,HGNC:26714,AFAP1L1,NM_152406,Q8TED9
SIDG00565,AFAP1L2,ENSG00000169129,84632.0,HGNC:25901,AFAP1L2,NM_032550,Q8N4X5
SIDG00566,,,171.0,HGNC:312,AFD1,,
